Month,Location,Country,Sales_Manager,Salesman,Customer,Cust_Type,Product,Sale,Cost,Profit
31-May-24,"Delhi, India",India,Qaseem,Kurien,Hyper Panda,Hypermarkets,Lemon 500,"6,060","2,178","3,882"
31-May-24,"Delhi, India",India,Qaseem,Maria,Alam,Supermarkets,200 ml-24,"8,333","4,901","3,432"
31-May-24,"Delhi, India",India,Qaseem,Maria,Alam,Supermarkets,450 L-Mint,"10,834","7,722","3,112"
31-May-24,"Delhi, India",India,Qaseem,Maria,Alam,Supermarkets,Lemon 500,"6,420","1,122","5,298"
31-May-24,"Delhi, India",India,Qaseem,Nazeer,Westzone,Supermarkets,330 ml,"21,038","7,054","13,984"
31-May-24,"Delhi, India",India,Qaseem,Nazeer,Westzone,Supermarkets,450 L-Mint,"7,155","3,193","3,962"
31-May-24,"Delhi, India",India,Qaseem,Robbie,Carrefour,Hypermarkets,200 ml-24,"4,351","3,176","1,174"
31-May-24,"Delhi, India",India,Qaseem,Robbie,Carrefour,Hypermarkets,330 ml,"3,863","2,723","1,140"
31-May-24,"Delhi, India",India,Qaseem,Robbie,Carrefour,Hypermarkets,450 Lemon,"21,971","6,690","15,281"
31-May-24,"Delhi, India",India,Qaseem,Robbie,Carrefour,Hypermarkets,Lemon 500,"10,320","2,468","7,852"
31-May-24,"Delhi, India",India,Qaseem,Roman,Jyothis,Supermarkets,330 ml,"40,335","15,857","24,479"
31-May-24,"Dubai, UAE",UAE,Rajiv,Alex,Big Mart,Supermarkets,200 ml-24,"5,610","4,901",710
31-May-24,"Dubai, UAE",UAE,Rajiv,Alex,Big Mart,Supermarkets,Lemon 500,"6,840","4,422","2,418"
31-May-24,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,200 ml-24,"4,708","1,694","3,014"
31-May-24,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,330 ml,"25,463","12,623","12,840"
31-May-24,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,450 L-Mint,"11,273","5,903","5,370"
31-May-24,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,Lemon 500,"17,076","6,824","10,252"
31-May-24,"Dubai, UAE",UAE,Rajiv,Hussain,Talal,Supermarkets,200 ml-24,"4,043","3,600",443
31-May-24,"Dubai, UAE",UAE,Rajiv,Hussain,Talal,Supermarkets,330 ml,"8,775","4,579","4,196"
31-May-24,"Dubai, UAE",UAE,Rajiv,Hussain,Talal,Supermarkets,450 L-Mint,"11,239","7,351","3,888"
31-May-24,"Dubai, UAE",UAE,Rajiv,Hussain,Talal,Supermarkets,Lemon 500,"4,284","2,772","1,512"
31-May-24,"Dubai, UAE",UAE,Rajiv,Saeed,National SM,Supermarkets,1L Reg-12,"5,564","4,004","1,560"
31-May-24,"Dubai, UAE",UAE,Rajiv,Saeed,National SM,Supermarkets,450 Lemon,"3,780","2,190","1,590"
31-May-24,"Dubai, UAE",UAE,Rajiv,Saeed,National SM,Supermarkets,450 L-Mint,"7,695","4,381","3,314"
31-May-24,"Dubai, UAE",UAE,Rajiv,Saeed,National SM,Supermarkets,Lemon 500,"6,420","3,432","2,988"
31-May-24,"Dubai, UAE",UAE,Rajiv,Sathish,K.M Trading,Supermarkets,450 L-Mint,"7,088","6,014","1,073"
31-May-24,"Dubai, UAE",UAE,Rajiv,Sathish,K.M Trading,Supermarkets,Lemon 500,"4,140","2,297","1,843"
31-May-24,"Dubai, UAE",UAE,Rajiv,Vinod,Ansar Mall,Hypermarkets,200 ml-24,"14,916","10,073","4,843"
31-May-24,"KolKata, India",India,Hassan,Dinesh,Chelsea 2,Hotels,200 ml-24,"4,928","1,646","3,282"
31-May-24,"KolKata, India",India,Hassan,Dinesh,Grand Mart,Supermarkets,200 ml-24,"15,703","5,869","9,834"
31-May-24,"KolKata, India",India,Hassan,Dinesh,Grand Mart,Supermarkets,450 L-Mint,"7,749","6,081","1,668"
31-May-24,"KolKata, India",India,Hassan,Jamil,Al Manama,Supermarkets,200 ml-24,"19,437","10,333","9,104"
31-May-24,"KolKata, India",India,Hassan,Jamil,Al Manama,Supermarkets,330 ml,"97,553","48,007","49,546"
31-May-24,"KolKata, India",India,Hassan,Jamil,Choithram,Supermarkets,200 ml-24,"11,121","4,574","6,547"
31-May-24,"KolKata, India",India,Hassan,Jamil,Choithram,Supermarkets,330 ml,"187,875","93,019","94,856"
31-May-24,"Kuwait, Kuwait",Kuwait,Jayson,Rao,Pic-N-Save,Supermarkets,200 ml-24,"10,527","2,214","8,313"
31-May-24,"Kuwait, Kuwait",Kuwait,Jayson,Rao,Pic-N-Save,Supermarkets,330 ml,"24,450","10,849","13,601"
31-May-24,"Kuwait, Kuwait",Kuwait,Jayson,Rao,Pic-N-Save,Supermarkets,450 L-Mint,"3,409",668,"2,741"
31-May-24,"Manama, Bahrain",Bahrain,Tahir,Noufal,Al Hadeer,Supermarkets,450 L-Mint,"3,679","1,188","2,491"
31-May-24,"Manama, Bahrain",Bahrain,Tahir,Noufal,Grand SM,Supermarkets,200 ml-24,"30,877","12,995","17,882"
31-May-24,"Manama, Bahrain",Bahrain,Tahir,Noufal,Grand SM,Supermarkets,330 ml,"17,085","10,024","7,061"
31-May-24,"Manama, Bahrain",Bahrain,Tahir,Noufal,Grand SM,Supermarkets,450 L-Mint,"26,426","7,499","18,927"
31-May-24,"Manama, Bahrain",Bahrain,Tahir,Noufal,Grand SM,Supermarkets,Lemon 500,"13,260","8,118","5,142"
31-May-24,"Mumbai, India",India,Kapil,Bilal,Mars Intl,Supermarkets,450 L-Mint,"3,544",891,"2,653"
31-May-24,"Mumbai, India",India,Kapil,Bilal,Mars Intl,Supermarkets,Lemon 500,"5,184","2,851","2,333"
31-May-24,"Mumbai, India",India,Kapil,Naushad,Carrefour,Hypermarkets,200 ml-24,"13,926","6,607","7,319"
31-May-24,"Mumbai, India",India,Kapil,Naushad,Carrefour,Hypermarkets,330 ml,"4,680","3,119","1,562"
31-May-24,"Mumbai, India",India,Kapil,Rajesh,Al Maya SM,Supermarkets,330 ml,"79,103","46,984","32,119"
31-May-24,"Mumbai, India",India,Kapil,Rajesh,Fatima SM,Supermarkets,450 L-Mint,"7,661","2,747","4,914"
31-May-24,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,330 ml,"3,825","2,186","1,639"
31-May-24,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,450 Lemon,"3,949","1,225","2,724"
31-May-24,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,450 L-Mint,"27,169","16,149","11,019"
31-May-24,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,Lemon 500,"16,896","9,227","7,669"
31-May-24,"Mumbai, India",India,Kapil,RajKumar,Union Co-Op,Supermarkets,330 ml,"249,885","90,420","159,465"
31-May-24,"Mumbai, India",India,Kapil,RajKumar,Union Co-Op,Supermarkets,450 L-Mint,"104,153","51,106","53,046"
31-May-24,"Mumbai, India",India,Kapil,RajKumar,Union Co-Op,Supermarkets,Lemon 500,"6,540","4,224","2,316"
31-May-24,"Muscat, Oman",Oman,Srini,Ashraf,Carrefour,Hypermarkets,200 ml-24,"3,828","1,997","1,832"
31-May-24,"Muscat, Oman",Oman,Srini,Ashraf,Carrefour,Hypermarkets,330 ml,"16,725","11,138","5,588"
31-May-24,"Muscat, Oman",Oman,Srini,Ashraf,Fatima,Supermarkets,200 ml-24,"3,333",799,"2,534"
31-May-24,"Muscat, Oman",Oman,Srini,Ashraf,Fatima,Supermarkets,450 L-Mint,"4,496",891,"3,605"
31-May-24,"Muscat, Oman",Oman,Srini,Prasad,Al-Wafa,Supermarkets,200 ml-24,"4,312","1,652","2,660"
31-May-24,"Muscat, Oman",Oman,Srini,Prasad,Al-Wafa,Supermarkets,330 ml,"13,013","6,971","6,041"
31-May-24,"Muscat, Oman",Oman,Srini,Prasad,Al-Wafa,Supermarkets,450 L-Mint,"3,814",780,"3,034"
31-May-24,"Muscat, Oman",Oman,Srini,Prasad,Carrefour,Hypermarkets,200 ml-24,"26,307","8,827","17,480"
31-May-24,"Muscat, Oman",Oman,Srini,Prasad,Carrefour,Hypermarkets,330 ml,"3,788","1,815","1,973"
31-May-24,"Muscat, Oman",Oman,Srini,Prasad,Carrefour,Hypermarkets,450 L-Mint,"3,578","2,450","1,127"
31-May-24,"Muscat, Oman",Oman,Srini,Saif,Geant,Hypermarkets,450 Lemon,"89,357","46,228","43,128"
31-May-24,"Muscat, Oman",Oman,Srini,Saif,Geant,Hypermarkets,450 L-Mint,"11,408","5,457","5,950"
31-May-24,"Muscat, Oman",Oman,Srini,Saif,Geant,Hypermarkets,4L Gallon,"6,500","4,950","1,550"
31-May-24,"Muscat, Oman",Oman,Srini,Satyan,Rio,Hotels,330 ml,"202,988","82,211","120,776"
31-May-24,"Muscat, Oman",Oman,Srini,Satyan,Viva Star,Supermarkets,200 ml-24,"28,160","10,648","17,512"
31-May-24,"Pune, India",India,Rizwan,Rajeev,Chelsea 1,Hotels,330 ml,"12,285","2,426","9,860"
31-May-24,"Salmiya, Kuwait",Kuwait,Tahir,Saqib,J-Mart SM,Groceries & Shops,200 ml-24,"86,862","47,892","38,970"
31-May-24,"Salmiya, Kuwait",Kuwait,Tahir,Saqib,J-Mart SM,Groceries & Shops,330 ml,"16,650","9,240","7,410"
31-May-24,"Salmiya, Kuwait",Kuwait,Tahir,Saqib,J-Mart SM,Groceries & Shops,450 L-Mint,"3,679","1,596","2,082"
31-May-24,"Sharjah, UAE",UAE,Azeez,Cleo,Al Ahli,Supermarkets,200 ml-24,"19,399","9,656","9,743"
31-May-24,"Sharjah, UAE",UAE,Azeez,Cleo,Al Ahli,Supermarkets,330 ml,"3,938","2,063","1,875"
31-May-24,"Sharjah, UAE",UAE,Azeez,Cleo,Al Ahli,Supermarkets,450 L-Mint,"10,935","3,638","7,297"
31-May-24,"Sharjah, UAE",UAE,Azeez,Cleo,Al Ahli,Supermarkets,Lemon 500,"6,840","2,046","4,794"
31-May-24,"Sharjah, UAE",UAE,Azeez,Naeem,Carrefour,Hypermarkets,200 ml-24,"17,985","8,349","9,636"
31-May-24,"Sharjah, UAE",UAE,Azeez,Naeem,Carrefour,Hypermarkets,330 ml,"92,858","47,561","45,296"
31-May-24,"Sharjah, UAE",UAE,Azeez,Naeem,Carrefour,Hypermarkets,450 Lemon,"55,519","29,960","25,559"
31-May-24,"Sharjah, UAE",UAE,Azeez,Naeem,Carrefour,Hypermarkets,450 L-Mint,"11,914","6,237","5,677"
31-May-24,"Sharjah, UAE",UAE,Azeez,Naeem,Carrefour,Hypermarkets,Lemon 500,"6,840","3,498","3,342"
31-May-24,"Sharjah, UAE",UAE,Azeez,Naeem,Emir Ctrg,Hotels,330 ml,"272,475","157,493","114,983"
31-May-24,"Sharjah, UAE",UAE,Azeez,Naeem,Oasis Apt,Hotels,330 ml,"100,050","40,920","59,130"
31-May-24,"Sharjah, UAE",UAE,Azeez,Naeem,Zeenath,Supermarkets,450 L-Mint,"4,050","2,079","1,971"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Kabir,Families Co,Supermarkets,330 ml,"20,246","10,857","9,389"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Kabir,Families Co,Supermarkets,450 L-Mint,"8,056","2,636","5,420"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Kat,Rotana,Hotels,Partner C-Top,"7,841","5,590","2,251"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Kat,Save Daily,Supermarkets,450 L-Mint,"4,010",854,"3,156"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Malik,Mohideen,Supermarkets,200 ml-24,"90,236","43,251","46,984"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Rehmat,E-Mart,Supermarkets,200 ml-24,"3,775",653,"3,122"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Rehmat,E-Mart,Supermarkets,330 ml,"4,538","1,568","2,970"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Rehmat,E-Mart,Supermarkets,450 L-Mint,"8,843","4,195","4,648"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Rehmat,Shaklan,Hypermarkets,1.5 L,"81,477","36,127","45,350"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Rehmat,Shaklan,Hypermarkets,1L Reg-12,"64,350","40,040","24,310"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Siddique,Al-Ain SM,Supermarkets,200 ml-24,"4,320",974,"3,346"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Siddique,Carrefour,Supermarkets,1L Reg-2,"4,197",886,"3,311"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Siddique,Carrefour,Supermarkets,200 ml-24,"35,338","16,970","18,368"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Siddique,Carrefour,Supermarkets,330 ml,"170,363","74,366","95,997"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Siddique,Carrefour,Supermarkets,Lemon 500,"10,283","4,871","5,412"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Siddique,New Era,Supermarkets,1L Reg-12,"62,920","32,347","30,573"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Winnie,Aswaaq,Supermarkets,450 L-Mint,"8,279","3,898","4,381"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Yosuf,Sunrise,Supermarkets,200 ml-24,"9,874","3,182","6,691"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Yosuf,Sunrise,Supermarkets,330 ml,"12,994","10,148","2,846"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Yosuf,Sunrise,Supermarkets,450 L-Mint,"15,778","10,247","5,532"
30-Jun-24,"Abu Dhabi, UAE",UAE,Nijoe,Yosuf,Sunrise,Supermarkets,Lemon 500,"6,732","1,386","5,346"
30-Jun-24,"Al Ain, UAE",UAE,Mukul,Narayanan,Carrefour,Hypermarkets,330 ml,"49,607","18,026","31,581"
30-Jun-24,"Al Ain, UAE",UAE,Mukul,Narayanan,Carrefour,Hypermarkets,450 Lemon,"42,033","21,139","20,894"
30-Jun-24,"Al Ain, UAE",UAE,Mukul,Narayanan,Carrefour,Hypermarkets,450 L-Mint,"13,291","6,928","6,363"
30-Jun-24,"Al Ain, UAE",UAE,Mukul,Narayanan,Carrefour,Hypermarkets,Lemon 500,"8,989","3,762","5,227"
30-Jun-24,"Al Ain, UAE",UAE,Mukul,Shabbir,City Mart,Supermarkets,450 L-Mint,"3,972",965,"3,007"
30-Jun-24,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,200 ml-24,"3,666","1,634","2,033"
30-Jun-24,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,330 ml,"12,062","3,300","8,762"
30-Jun-24,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,450 Lemon,"4,010",817,"3,193"
30-Jun-24,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,450 L-Mint,"16,372","9,170","7,202"
30-Jun-24,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,Partner C-Top,"234,177","114,859","119,318"
30-Jun-24,"Banglore, India",India,Arvind,Askar,Al Madina,Supermarkets,Partner H&C,"4,158","2,178","1,980"
30-Jun-24,"Banglore, India",India,Arvind,Faizul,Masco,Supermarkets,450 L-Mint,"3,787",631,"3,156"
30-Jun-24,"Banglore, India",India,Arvind,Fernandez,De-Belchior,Supermarkets,200 ml-36,"9,364","3,754","5,610"
30-Jun-24,"Banglore, India",India,Arvind,Fernandez,De-Belchior,Supermarkets,450 Reg,"3,787","1,151","2,636"
30-Jun-24,"Banglore, India",India,Arvind,Shabir,Robinson,Supermarkets,330 ml,"9,240","2,475","6,765"
30-Jun-24,"Banglore, India",India,Arvind,Shabir,Robinson,Supermarkets,450 Lemon,"7,796","3,601","4,195"
30-Jun-24,"Banglore, India",India,Arvind,Shabir,UAE Coop,Supermarkets,200 ml-24,"44,601","22,833","21,768"
30-Jun-24,"Banglore, India",India,Arvind,Shabir,UAE Coop,Supermarkets,330 ml,"9,240","5,734","3,506"
30-Jun-24,"Banglore, India",India,Arvind,Shabir,UAE Coop,Supermarkets,450 L-Mint,"49,710","26,767","22,943"
30-Jun-24,"Banglore, India",India,Arvind,Shabir,UAE Coop,Supermarkets,Lemon 500,"29,370","13,002","16,368"
30-Jun-24,"Chennai, India",India,Najeeb,Arshad,Carrefour,Hypermarkets,330 ml,"21,689","8,118","13,571"
30-Jun-24,"Delhi, India",India,Qaseem,Iqbal,Carrefour,Hypermarkets,1L Reg-2,"33,795","18,472","15,323"
30-Jun-24,"Delhi, India",India,Qaseem,Iqbal,Carrefour,Hypermarkets,200 ml-24,"50,639","28,108","22,530"
30-Jun-24,"Delhi, India",India,Qaseem,Iqbal,Carrefour,Hypermarkets,330 ml,"11,888","3,548","8,341"
30-Jun-24,"Delhi, India",India,Qaseem,Iqbal,Carrefour,Hypermarkets,450 L-Mint,"17,820","11,583","6,237"
30-Jun-24,"Delhi, India",India,Qaseem,Iqbal,Carrefour,Hypermarkets,Lemon 500,"6,996","3,102","3,894"
30-Jun-24,"Delhi, India",India,Qaseem,Kurien,Al-Ahli,Supermarkets,200 ml-24,"3,703","2,577","1,125"
30-Jun-24,"Delhi, India",India,Qaseem,Kurien,Al-Ain CoOp,Hypermarkets,450 L-Mint,"16,261","6,348","9,912"
30-Jun-24,"Delhi, India",India,Qaseem,Kurien,Al-Ain CoOp,Hypermarkets,Lemon 500,"41,844","15,840","26,004"
30-Jun-24,"Delhi, India",India,Qaseem,Kurien,Hyper Panda,Hypermarkets,330 ml,"118,503","51,785","66,718"
30-Jun-24,"Delhi, India",India,Qaseem,Kurien,Hyper Panda,Hypermarkets,Lemon 500,"6,666","2,178","4,488"
30-Jun-24,"Delhi, India",India,Qaseem,Maria,Alam,Supermarkets,200 ml-24,"9,166","4,901","4,265"
30-Jun-24,"Delhi, India",India,Qaseem,Maria,Alam,Supermarkets,450 L-Mint,"11,917","7,722","4,195"
30-Jun-24,"Delhi, India",India,Qaseem,Maria,Alam,Supermarkets,Lemon 500,"7,062","1,122","5,940"
30-Jun-24,"Delhi, India",India,Qaseem,Nazeer,Westzone,Supermarkets,330 ml,"23,141","7,054","16,088"
30-Jun-24,"Delhi, India",India,Qaseem,Nazeer,Westzone,Supermarkets,450 L-Mint,"7,871","3,193","4,678"
30-Jun-24,"Delhi, India",India,Qaseem,Robbie,Carrefour,Hypermarkets,200 ml-24,"4,786","3,176","1,609"
30-Jun-24,"Delhi, India",India,Qaseem,Robbie,Carrefour,Hypermarkets,330 ml,"4,249","2,723","1,526"
30-Jun-24,"Delhi, India",India,Qaseem,Robbie,Carrefour,Hypermarkets,450 Lemon,"24,168","6,690","17,478"
30-Jun-24,"Delhi, India",India,Qaseem,Robbie,Carrefour,Hypermarkets,Lemon 500,"11,352","2,468","8,884"
30-Jun-24,"Delhi, India",India,Qaseem,Roman,Jyothis,Supermarkets,330 ml,"44,369","15,857","28,512"
30-Jun-24,"Dubai, UAE",UAE,Rajiv,Alex,Big Mart,Supermarkets,200 ml-24,"6,171","4,901","1,271"
30-Jun-24,"Dubai, UAE",UAE,Rajiv,Alex,Big Mart,Supermarkets,Lemon 500,"7,524","4,422","3,102"
30-Jun-24,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,200 ml-24,"5,179","1,694","3,485"
30-Jun-24,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,330 ml,"28,009","12,623","15,386"
30-Jun-24,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,450 L-Mint,"12,400","5,903","6,497"
30-Jun-24,"Dubai, UAE",UAE,Rajiv,Hussain,Al Maya SM,Supermarkets,Lemon 500,"18,784","6,824","11,959"
30-Jun-24,"Dubai, UAE",UAE,Rajiv,Hussain,Talal,Supermarkets,200 ml-24,"4,447","3,600",847
30-Jun-24,"Dubai, UAE",UAE,Rajiv,Hussain,Talal,Supermarkets,330 ml,"9,653","4,579","5,074"
30-Jun-24,"Dubai, UAE",UAE,Rajiv,Hussain,Talal,Supermarkets,450 L-Mint,"12,363","7,351","5,012"
30-Jun-24,"Dubai, UAE",UAE,Rajiv,Hussain,Talal,Supermarkets,Lemon 500,"4,712","2,772","1,940"
30-Jun-24,"Dubai, UAE",UAE,Rajiv,Saeed,National SM,Supermarkets,1L Reg-12,"6,120","4,004","2,116"
30-Jun-24,"Dubai, UAE",UAE,Rajiv,Saeed,National SM,Supermarkets,450 Lemon,"4,158","2,190","1,968"
30-Jun-24,"Dubai, UAE",UAE,Rajiv,Saeed,National SM,Supermarkets,450 L-Mint,"8,465","4,381","4,084"
30-Jun-24,"Dubai, UAE",UAE,Rajiv,Saeed,National SM,Supermarkets,Lemon 500,"7,062","3,432","3,630"
30-Jun-24,"Dubai, UAE",UAE,Rajiv,Sathish,K.M Trading,Supermarkets,450 L-Mint,"7,796","6,014","1,782"
30-Jun-24,"Dubai, UAE",UAE,Rajiv,Sathish,K.M Trading,Supermarkets,Lemon 500,"4,554","2,297","2,257"
30-Jun-24,"Dubai, UAE",UAE,Rajiv,Vinod,Ansar Mall,Hypermarkets,200 ml-24,"16,408","10,073","6,334"
30-Jun-24,"KolKata, India",India,Hassan,Dinesh,Chelsea 2,Hotels,200 ml-24,"5,421","1,646","3,775"
30-Jun-24,"KolKata, India",India,Hassan,Dinesh,Grand Mart,Supermarkets,200 ml-24,"17,273","5,869","11,404"
30-Jun-24,"KolKata, India",India,Hassan,Dinesh,Grand Mart,Supermarkets,450 L-Mint,"8,524","6,081","2,443"
30-Jun-24,"KolKata, India",India,Hassan,Jamil,Al Manama,Supermarkets,200 ml-24,"21,381","10,333","11,047"
30-Jun-24,"KolKata, India",India,Hassan,Jamil,Al Manama,Supermarkets,330 ml,"107,308","48,007","59,301"
30-Jun-24,"KolKata, India",India,Hassan,Jamil,Choithram,Supermarkets,200 ml-24,"12,233","4,574","7,659"
30-Jun-24,"KolKata, India",India,Hassan,Jamil,Choithram,Supermarkets,330 ml,"206,663","93,019","113,644"
30-Jun-24,"Kuwait, Kuwait",Kuwait,Jayson,Rao,Pic-N-Save,Supermarkets,200 ml-24,"11,580","2,214","9,365"
30-Jun-24,"Kuwait, Kuwait",Kuwait,Jayson,Rao,Pic-N-Save,Supermarkets,330 ml,"26,895","10,849","16,046"
30-Jun-24,"Kuwait, Kuwait",Kuwait,Jayson,Rao,Pic-N-Save,Supermarkets,450 L-Mint,"3,750",668,"3,081"
30-Jun-24,"Manama, Bahrain",Bahrain,Tahir,Noufal,Al Hadeer,Supermarkets,450 L-Mint,"4,047","1,188","2,859"
30-Jun-24,"Manama, Bahrain",Bahrain,Tahir,Noufal,Grand SM,Supermarkets,200 ml-24,"33,965","12,995","20,969"
30-Jun-24,"Manama, Bahrain",Bahrain,Tahir,Noufal,Grand SM,Supermarkets,330 ml,"18,794","10,024","8,770"
30-Jun-24,"Manama, Bahrain",Bahrain,Tahir,Noufal,Grand SM,Supermarkets,450 L-Mint,"29,069","7,499","21,570"
30-Jun-24,"Manama, Bahrain",Bahrain,Tahir,Noufal,Grand SM,Supermarkets,Lemon 500,"14,586","8,118","6,468"
30-Jun-24,"Mumbai, India",India,Kapil,Bilal,Mars Intl,Supermarkets,450 L-Mint,"3,898",891,"3,007"
30-Jun-24,"Mumbai, India",India,Kapil,Bilal,Mars Intl,Supermarkets,Lemon 500,"5,702","2,851","2,851"
30-Jun-24,"Mumbai, India",India,Kapil,Naushad,Carrefour,Hypermarkets,200 ml-24,"15,319","6,607","8,712"
30-Jun-24,"Mumbai, India",India,Kapil,Naushad,Carrefour,Hypermarkets,330 ml,"5,148","3,119","2,030"
30-Jun-24,"Mumbai, India",India,Kapil,Rajesh,Al Maya SM,Supermarkets,330 ml,"87,013","46,984","40,029"
30-Jun-24,"Mumbai, India",India,Kapil,Rajesh,Fatima SM,Supermarkets,450 L-Mint,"8,427","2,747","5,680"
30-Jun-24,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,330 ml,"4,208","2,186","2,021"
30-Jun-24,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,450 Lemon,"4,344","1,225","3,119"
30-Jun-24,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,450 L-Mint,"29,886","16,149","13,736"
30-Jun-24,"Mumbai, India",India,Kapil,RajKumar,Choitram,Supermarkets,Lemon 500,"18,586","9,227","9,359"
30-Jun-24,"Mumbai, India",India,Kapil,RajKumar,Union Co-Op,Supermarkets,330 ml,"274,874","90,420","184,454"
30-Jun-24,"Mumbai, India",India,Kapil,RajKumar,Union Co-Op,Supermarkets,450 L-Mint,"114,568","51,106","63,461"
30-Jun-24,"Mumbai, India",India,Kapil,RajKumar,Union Co-Op,Supermarkets,Lemon 500,"7,194","4,224","2,970"
30-Jun-24,"Muscat, Oman",Oman,Srini,Ashraf,Carrefour,Hypermarkets,200 ml-24,"4,211","1,997","2,214"
30-Jun-24,"Muscat, Oman",Oman,Srini,Ashraf,Carrefour,Hypermarkets,330 ml,"18,398","11,138","7,260"
30-Jun-24,"Muscat, Oman",Oman,Srini,Ashraf,Fatima,Supermarkets,200 ml-24,"3,666",799,"2,868"
30-Jun-24,"Muscat, Oman",Oman,Srini,Ashraf,Fatima,Supermarkets,450 L-Mint,"4,945",891,"4,054"
30-Jun-24,"Muscat, Oman",Oman,Srini,Prasad,Al-Wafa,Supermarkets,200 ml-24,"4,743","1,652","3,092"
30-Jun-24,"Muscat, Oman",Oman,Srini,Prasad,Al-Wafa,Supermarkets,330 ml,"14,314","6,971","7,343"
30-Jun-24,"Muscat, Oman",Oman,Srini,Prasad,Al-Wafa,Supermarkets,450 L-Mint,"4,195",780,"3,416"
30-Jun-24,"Muscat, Oman",Oman,Srini,Prasad,Carrefour,Hypermarkets,200 ml-24,"28,937","8,827","20,110"
30-Jun-24,"Muscat, Oman",Oman,Srini,Prasad,Carrefour,Hypermarkets,330 ml,"4,166","1,815","2,351"
30-Jun-24,"Muscat, Oman",Oman,Srini,Prasad,Carrefour,Hypermarkets,450 L-Mint,"3,935","2,450","1,485"
30-Jun-24,"Muscat, Oman",Oman,Srini,Saif,Geant,Hypermarkets,450 Lemon,"98,292","46,228","52,064"
30-Jun-24,"Muscat, Oman",Oman,Srini,Saif,Geant,Hypermarkets,450 L-Mint,"12,548","5,457","7,091"
30-Jun-24,"Muscat, Oman",Oman,Srini,Saif,Geant,Hypermarkets,4L Gallon,"7,150","4,950","2,200"
30-Jun-24,"Muscat, Oman",Oman,Srini,Satyan,Rio,Hotels,330 ml,"223,286","82,211","141,075"
30-Jun-24,"Muscat, Oman",Oman,Srini,Satyan,Viva Star,Supermarkets,200 ml-24,"30,976","10,648","20,328"
30-Jun-24,"Pune, India",India,Rizwan,Rajeev,Chelsea 1,Hotels,330 ml,"13,514","2,426","11,088"
30-Jun-24,"Salmiya, Kuwait",Kuwait,Tahir,Saqib,J-Mart SM,Groceries & Shops,200 ml-24,"95,548","47,892","47,656"
30-Jun-24,"Salmiya, Kuwait",Kuwait,Tahir,Saqib,J-Mart SM,Groceries & Shops,330 ml,"18,315","9,240","9,075"
30-Jun-24,"Salmiya, Kuwait",Kuwait,Tahir,Saqib,J-Mart SM,Groceries & Shops,450 L-Mint,"4,047","1,596","2,450"
30-Jun-24,"Sharjah, UAE",UAE,Azeez,Cleo,Al Ahli,Supermarkets,200 ml-24,"21,338","9,656","11,683"
